CustomerID,SignupDate,LastPurchaseDate,TenureMonths,MonthlyCharges,SupportCalls,Churn,Frequent caller,ContractType_encoded,IsLongContract,Revenue,SupportCallsPerMonth
CUST_0058,2020-01-17,2023-05-01,39,62.05,1,0,No,1,1,2419.95,0.025
CUST_0059,2020-05-23,2021-02-17,17,34.67,0,1,No,0,0,589.39,0.0
CUST_0060,2020-06-28,2022-05-19,14,17.15,1,1,No,0,0,240.09999999999997,0.06666666666666667
CUST_0061,2020-04-25,2021-09-17,31,17.71,1,1,No,0,0,549.01,0.03125
CUST_0062,2021-10-06,2025-09-15,24,90.48,0,0,No,0,0,2171.52,0.0
CUST_0063,2020-06-10,2021-11-02,35,27.27,2,0,No,1,1,954.4499999999999,0.05555555555555555
CUST_0064,2020-04-30,2020-10-27,44,39.1,1,0,No,0,0,1720.4,0.022222222222222223
CUST_0065,2020-10-12,2021-01-10,45,30.4,1,0,No,1,1,1368.0,0.021739130434782608
CUST_0066,2020-02-25,2022-03-16,34,41.95,3,0,Yes,0,0,1426.3000000000002,0.08571428571428572
CUST_0067,2021-08-14,2021-12-12,3,16.25,0,0,No,0,0,48.75,0.0
CUST_0068,2020-01-29,2024-12-03,37,56.72,0,0,No,0,0,2098.64,0.0
CUST_0069,2024-04-30,2028-10-06,43,16.09,3,1,Yes,0,0,691.87,0.06818181818181818
CUST_0070,2021-06-24,2022-09-17,40,82.03,1,1,No,0,0,3281.2,0.024390243902439025
CUST_0071,2020-03-21,2023-01-05,26,31.03,3,0,Yes,1,1,806.78,0.1111111111111111
CUST_0072,2020-01-03,2022-01-22,55,58.6,2,0,No,0,0,3223.0,0.03571428571428571
CUST_0073,2021-09-08,2023-01-31,23,89.21,4,1,Yes,2,1,2051.83,0.16666666666666666
CUST_0074,2021-03-23,2023-07-11,44,68.58,2,0,No,0,0,3017.52,0.044444444444444446
CUST_0075,2021-04-21,2023-02-10,39,57.97,4,0,Yes,0,0,2260.83,0.1
CUST_0076,2021-06-22,2025-09-29,15,39.19,1,1,No,1,1,587.8499999999999,0.0625
CUST_0077,2020-01-29,2021-02-22,56,39.97,1,1,No,0,0,2238.3199999999997,0.017543859649122806
CUST_0078,2020-06-11,2021-08-05,49,70.25,3,1,Yes,0,0,3442.25,0.06
CUST_0079,2020-02-14,2024-01-24,4,99.47,2,0,No,0,0,397.88,0.4
CUST_0080,2021-12-26,2024-08-12,29,69.57,0,1,No,0,0,2017.5299999999997,0.0
CUST_0081,2020-12-22,2022-12-12,22,60.2,0,0,No,2,1,1324.4,0.0
CUST_0082,2020-05-26,2022-01-16,25,75.76,1,0,No,0,0,1894.0000000000002,0.038461538461538464
CUST_0083,2020-01-24,2021-05-18,13,51.87,2,0,No,1,1,674.31,0.14285714285714285
CUST_0084,2020-05-15,2022-03-06,18,15.41,1,1,No,2,1,277.38,0.05263157894736842
CUST_0085,2020-05-23,2024-12-28,33,60.61,3,0,Yes,0,0,2000.1299999999999,0.08823529411764706
CUST_0086,2021-04-22,2024-10-03,16,96.19,3,0,Yes,2,1,1539.04,0.17647058823529413
CUST_0087,2021-01-05,2022-04-30,45,25.78,0,0,No,0,0,1160.1000000000001,0.0
CUST_0088,2022-03-07,2026-11-11,42,72.1,0,0,No,2,1,3028.2,0.0
CUST_0089,2020-08-21,2021-09-15,44,28.08,2,1,No,0,0,1235.52,0.044444444444444446
CUST_0090,2020-02-16,2022-06-05,2,58.22,4,0,Yes,1,1,116.44,1.3333333333333333
CUST_0091,2021-03-31,2022-10-22,55,18.7,1,0,No,0,0,1028.5,0.017857142857142856
CUST_0092,2021-06-06,2023-10-24,35,50.53,0,0,No,0,0,1768.55,0.0
CUST_0093,2020-10-27,2022-04-20,42,78.05,1,0,No,1,1,3278.1,0.023255813953488372
CUST_0094,2021-06-21,2025-09-28,34,41.28,1,0,No,1,1,1403.52,0.02857142857142857
CUST_0095,2020-09-05,2023-10-20,30,69.84,2,1,No,0,0,2095.2000000000003,0.06451612903225806
CUST_0096,2020-09-26,2025-04-03,59,81.59,1,0,No,0,0,4813.81,0.016666666666666666
CUST_0097,2020-07-22,2021-07-17,55,93.45,2,0,No,1,1,5139.75,0.03571428571428571
CUST_0098,2020-01-10,2021-06-03,13,31.12,0,0,No,1,1,404.56,0.0
CUST_0099,2020-02-11,2021-12-02,13,45.94,2,0,No,2,1,597.22,0.14285714285714285
CUST_0100,2020-01-12,2023-09-23,18,23.72,4,0,Yes,1,1,426.96,0.21052631578947367
CUST_0101,2021-01-04,2023-08-22,32,99.32,3,0,Yes,2,1,3178.24,0.09090909090909091
CUST_0102,2020-05-17,2023-07-01,32,93.43,0,1,No,1,1,2989.76,0.0
CUST_0103,2020-09-16,2023-11-30,35,58.6,2,0,No,0,0,2051.0,0.05555555555555555
CUST_0104,2022-05-19,2023-10-11,59,85.78,2,0,No,0,0,5061.02,0.03333333333333333
CUST_0105,2020-04-14,2020-12-10,39,56.89,1,0,No,1,1,2218.71,0.025
CUST_0106,2020-07-11,2023-02-26,46,66.12,0,0,No,1,1,3041.5200000000004,0.0
CUST_0107,2021-05-29,2023-12-15,52,18.02,2,0,No,0,0,937.04,0.03773584905660377
CUST_0108,2020-04-04,2024-08-11,29,77.97,2,1,No,0,0,2261.13,0.06666666666666667
CUST_0109,2020-01-30,2021-05-24,49,21.49,0,0,No,2,1,1053.01,0.0
CUST_0110,2020-05-04,2021-10-26,29,84.35,1,0,No,0,0,2446.1499999999996,0.03333333333333333
CUST_0111,2020-03-05,2022-04-24,53,80.38,3,0,Yes,0,0,4260.139999999999,0.05555555555555555
CUST_0112,2022-08-27,2023-01-24,44,73.79,2,0,No,0,0,3246.76,0.044444444444444446
CUST_0113,2021-08-25,2024-06-10,57,13.25,0,0,No,0,0,755.25,0.0
CUST_0114,2021-01-01,2025-07-09,16,37.28,0,1,No,0,0,596.48,0.0
CUST_0115,2022-01-18,2025-01-02,56,33.68,2,0,No,0,0,1886.08,0.03508771929824561
CUST_0116,2021-08-17,2024-05-03,44,42.41,1,1,No,0,0,1866.04,0.022222222222222223
CUST_0117,2020-03-16,2021-10-07,47,17.89,1,1,No,1,1,840.83,0.020833333333333332
CUST_0118,2022-03-25,2024-03-14,57,94.33,3,1,Yes,0,0,5376.8099999999995,0.05172413793103448
CUST_0119,2020-10-09,2021-01-07,10,59.84,2,0,No,2,1,598.4000000000001,0.18181818181818182
CUST_0120,2021-08-24,2022-05-21,30,37.5,0,1,No,2,1,1125.0,0.0
CUST_0121,2022-04-06,2023-01-01,25,45.73,0,1,No,0,0,1143.25,0.0
CUST_0122,2020-05-19,2022-04-09,39,50.25,2,1,No,1,1,1959.75,0.05
CUST_0123,2020-02-12,2021-10-04,20,64.05,0,1,No,0,0,1281.0,0.0
CUST_0124,2020-04-04,2021-01-29,5,56.41,3,0,Yes,2,1,282.04999999999995,0.5
CUST_0125,2020-07-22,2022-09-10,1,92.75,1,0,No,0,0,92.75,0.5
CUST_0126,2021-09-13,2022-12-07,30,54.73,1,0,No,1,1,1641.8999999999999,0.03225806451612903
CUST_0127,2021-12-20,2024-01-09,49,99.29,3,0,Yes,1,1,4865.21,0.06
CUST_0128,2020-01-03,2022-05-22,3,86.63,1,0,No,0,0,259.89,0.25
CUST_0129,2020-09-17,2024-08-27,45,28.77,0,0,No,0,0,1294.65,0.0
CUST_0130,2020-07-16,2021-10-09,14,93.75,4,0,Yes,1,1,1312.5,0.26666666666666666
CUST_0131,2020-04-01,2020-09-28,56,20.47,1,0,No,1,1,1146.32,0.017543859649122806
CUST_0132,2020-02-16,2021-05-11,30,83.57,3,1,Yes,0,0,2507.1,0.0967741935483871
CUST_0133,2020-05-30,2023-03-16,50,44.26,1,1,No,1,1,2213.0,0.0196078431372549
CUST_0134,2022-11-11,2027-07-18,4,89.02,3,1,Yes,0,0,356.08,0.6
CUST_0135,2020-05-22,2021-08-15,18,88.13,1,0,No,1,1,1586.34,0.05263157894736842
CUST_0136,2020-09-23,2023-12-07,37,82.53,0,1,No,0,0,3053.61,0.0
CUST_0137,2021-03-19,2022-02-12,25,81.1,1,1,No,2,1,2027.4999999999998,0.038461538461538464
CUST_0138,2020-06-13,2023-03-30,48,37.42,2,1,No,0,0,1796.16,0.04081632653061224
CUST_0139,2023-07-26,2027-07-05,1,17.28,1,0,No,0,0,17.28,0.5
CUST_0140,2023-04-12,2024-12-02,53,46.27,0,0,No,0,0,2452.31,0.0
CUST_0141,2020-04-15,2024-04-24,46,25.62,1,1,No,0,0,1178.52,0.02127659574468085
CUST_0142,2020-09-07,2024-02-19,15,72.55,1,0,No,0,0,1088.25,0.0625
CUST_0143,2020-05-10,2023-03-26,9,41.15,2,0,No,0,0,370.34999999999997,0.2
CUST_0144,2020-05-02,2024-03-12,15,97.8,3,0,Yes,2,1,1467.0,0.1875
CUST_0145,2020-01-14,2021-05-08,49,67.69,5,1,Yes,0,0,3316.81,0.1
CUST_0146,2020-12-09,2023-06-27,57,84.02,3,0,Yes,0,0,4789.139999999999,0.05172413793103448
CUST_0147,2020-09-11,2023-12-25,24,21.93,2,1,No,0,0,526.3199999999999,0.08
CUST_0148,2020-01-20,2020-06-18,4,87.58,3,0,Yes,0,0,350.32,0.6
CUST_0149,2020-04-29,2022-03-20,12,93.05,2,1,No,0,0,1116.6,0.15384615384615385
CUST_0150,2022-05-21,2024-07-09,59,53.84,2,0,No,0,0,3176.5600000000004,0.03333333333333333
CUST_0151,2020-04-09,2021-10-31,58,64.56,1,0,No,0,0,3744.48,0.01694915254237288
CUST_0152,2020-02-27,2022-02-16,37,78.83,1,0,No,0,0,2916.71,0.02631578947368421
CUST_0153,2020-09-02,2020-10-02,37,25.74,1,1,No,0,0,952.38,0.02631578947368421
CUST_0154,2024-03-29,2024-11-24,43,55.23,4,0,Yes,0,0,2374.89,0.09090909090909091
CUST_0155,2020-04-11,2022-06-30,6,45.88,3,1,Yes,0,0,275.28000000000003,0.42857142857142855
CUST_0156,2021-02-11,2025-05-21,39,23.17,1,0,No,0,0,903.6300000000001,0.025
CUST_0157,2021-06-07,2024-06-21,56,43.08,1,0,No,2,1,2412.48,0.017543859649122806
CUST_0158,2020-04-09,2020-06-08,46,16.14,3,0,Yes,0,0,742.44,0.06382978723404255
CUST_0159,2021-04-20,2022-11-11,24,12.32,1,0,No,1,1,295.68,0.04
CUST_0160,2020-06-16,2020-11-13,11,22.16,1,0,No,0,0,243.76,0.08333333333333333
CUST_0161,2020-12-31,2024-02-14,13,96.68,1,0,No,1,1,1256.8400000000001,0.07142857142857142
CUST_0162,2021-01-01,2023-08-19,34,59.46,1,0,No,1,1,2021.64,0.02857142857142857
CUST_0163,2020-10-07,2025-03-15,25,96.92,0,1,No,0,0,2423.0,0.0
CUST_0164,2020-02-04,2020-02-04,7,48.92,3,0,Yes,2,1,342.44,0.375
CUST_0165,2021-10-20,2024-10-04,52,38.06,1,0,No,0,0,1979.1200000000001,0.018867924528301886
CUST_0166,2020-05-21,2020-10-18,4,55.55,0,0,No,0,0,222.2,0.0
CUST_0167,2020-03-16,2023-10-27,59,49.56,2,0,No,1,1,2924.04,0.03333333333333333
CUST_0168,2020-01-16,2022-10-02,8,19.51,1,0,No,2,1,156.08,0.1111111111111111
CUST_0169,2020-11-22,2024-09-02,20,67.67,2,0,No,0,0,1353.4,0.09523809523809523
CUST_0170,2021-02-17,2022-04-13,29,29.44,1,0,No,0,0,853.76,0.03333333333333333
CUST_0171,2020-01-07,2023-08-19,54,65.76,2,0,No,0,0,3551.0400000000004,0.03636363636363636
CUST_0172,2020-09-18,2022-10-08,53,68.52,0,0,No,0,0,3631.56,0.0
CUST_0173,2020-04-03,2024-11-08,51,23.68,2,0,No,1,1,1207.68,0.038461538461538464
CUST_0174,2021-01-13,2022-02-07,45,15.52,1,1,No,0,0,698.4,0.021739130434782608
CUST_0175,2020-03-10,2024-11-14,46,80.27,2,1,No,0,0,3692.4199999999996,0.0425531914893617
CUST_0176,2021-03-04,2025-07-11,10,51.38,3,0,Yes,0,0,513.8000000000001,0.2727272727272727
CUST_0177,2020-06-27,2020-12-24,43,15.23,1,0,No,0,0,654.89,0.022727272727272728
CUST_0178,2022-10-04,2026-06-15,34,99.54,2,0,No,0,0,3384.36,0.05714285714285714
CUST_0179,2020-02-23,2024-10-29,57,15.2,1,0,No,1,1,866.4,0.017241379310344827
CUST_0180,2020-06-01,2022-11-18,26,72.55,3,1,Yes,2,1,1886.3,0.1111111111111111
CUST_0181,2020-02-13,2022-01-03,41,98.53,1,0,No,2,1,4039.73,0.023809523809523808
CUST_0182,2022-08-01,2027-05-07,49,31.53,1,1,No,0,0,1544.97,0.02
CUST_0183,2022-02-04,2024-07-23,58,22.8,1,1,No,2,1,1322.4,0.01694915254237288
CUST_0184,2020-04-18,2022-08-06,3,20.92,1,0,No,1,1,62.760000000000005,0.25
CUST_0185,2021-01-28,2024-06-11,56,37.29,0,1,No,1,1,2088.24,0.0
CUST_0186,2021-09-12,2024-03-30,6,19.09,1,0,No,0,0,114.53999999999999,0.14285714285714285
CUST_0187,2020-10-22,2022-02-14,5,72.29,1,0,No,0,0,361.45000000000005,0.16666666666666666
CUST_0188,2020-10-02,2021-10-27,5,15.61,1,0,No,0,0,78.05,0.16666666666666666
CUST_0189,2020-04-11,2023-06-25,54,55.85,1,1,No,0,0,3015.9,0.01818181818181818
CUST_0190,2020-02-05,2022-12-21,47,99.7,3,1,Yes,0,0,4685.900000000001,0.0625
CUST_0191,2022-04-10,2026-12-15,23,83.26,0,1,No,0,0,1914.98,0.0
CUST_0192,2022-04-21,2026-03-01,49,65.37,1,0,No,0,0,3203.13,0.02
CUST_0193,2020-12-31,2022-11-21,9,37.56,2,0,No,1,1,338.04,0.2
CUST_0194,2020-05-31,2024-01-11,35,66.15,0,0,No,0,0,2315.25,0.0
CUST_0195,2020-06-05,2024-10-12,20,57.43,2,1,No,0,0,1148.6,0.09523809523809523
CUST_0196,2021-04-17,2023-06-06,58,48.35,1,0,No,2,1,2804.3,0.01694915254237288
CUST_0197,2022-04-10,2024-03-30,49,21.76,3,0,Yes,2,1,1066.24,0.06
CUST_0198,2022-03-07,2026-12-11,59,89.79,1,1,No,1,1,5297.610000000001,0.016666666666666666
CUST_0199,2021-07-06,2024-01-22,42,50.48,4,0,Yes,2,1,2120.16,0.09302325581395349
CUST_0200,2021-01-09,2025-03-19,35,27.52,0,0,No,0,0,963.1999999999999,0.0
CUST_0201,2020-02-02,2021-06-26,50,43.1,2,1,No,2,1,2155.0,0.0392156862745098
CUST_0202,2020-03-05,2023-11-15,18,47.27,1,1,No,0,0,850.86,0.05263157894736842
CUST_0203,2022-04-15,2023-09-07,17,84.48,1,0,No,0,0,1436.16,0.05555555555555555
CUST_0204,2020-12-06,2023-11-21,24,76.03,6,1,Yes,0,0,1824.72,0.24
CUST_0205,2020-01-04,2022-01-23,3,79.24,2,1,No,0,0,237.71999999999997,0.5
CUST_0206,2020-02-09,2020-10-06,32,10.99,1,0,No,0,0,351.68,0.030303030303030304
CUST_0207,2021-02-01,2025-12-07,35,47.45,2,0,No,1,1,1660.75,0.05555555555555555
CUST_0208,2020-01-02,2022-10-18,38,53.32,5,0,Yes,1,1,2026.16,0.1282051282051282
CUST_0209,2020-03-04,2020-09-30,13,11.73,1,0,No,0,0,152.49,0.07142857142857142
CUST_0210,2020-10-17,2022-05-10,56,33.38,3,0,Yes,0,0,1869.2800000000002,0.05263157894736842
CUST_0211,2021-03-05,2025-07-12,47,78.43,1,1,No,2,1,3686.2100000000005,0.020833333333333332
CUST_0212,2021-01-20,2024-06-03,25,22.34,1,0,No,1,1,558.5,0.038461538461538464
CUST_0213,2020-04-02,2021-12-23,9,58.18,0,0,No,0,0,523.62,0.0
CUST_0214,2021-03-30,2022-09-21,4,29.37,3,1,Yes,1,1,117.48,0.6
CUST_0215,2020-04-08,2022-08-26,14,11.09,3,0,Yes,0,0,155.26,0.2
CUST_0216,2020-05-23,2024-08-30,37,31.71,2,1,No,0,0,1173.27,0.05263157894736842
CUST_0217,2021-05-15,2023-08-03,34,97.83,1,1,No,2,1,3326.22,0.02857142857142857
CUST_0218,2021-01-17,2023-11-03,11,82.14,1,1,No,0,0,903.54,0.08333333333333333
CUST_0219,2021-11-21,2025-05-04,41,96.36,2,0,No,0,0,3950.7599999999998,0.047619047619047616
CUST_0220,2021-01-26,2021-11-22,56,53.91,0,0,No,2,1,3018.96,0.0
CUST_0221,2020-11-02,2023-04-21,3,19.88,0,0,No,1,1,59.64,0.0
CUST_0222,2020-02-05,2024-01-15,59,59.32,2,0,No,0,0,3499.88,0.03333333333333333
CUST_0223,2020-06-16,2024-04-26,28,50.89,2,1,No,0,0,1424.92,0.06896551724137931
CUST_0224,2020-04-22,2023-06-06,29,85.99,2,1,No,0,0,2493.71,0.06666666666666667
CUST_0225,2020-04-12,2023-02-26,9,18.83,0,1,No,1,1,169.46999999999997,0.0
CUST_0226,2023-08-11,2025-12-28,3,53.94,0,1,No,0,0,161.82,0.0
CUST_0227,2020-07-01,2022-04-22,25,23.5,1,1,No,0,0,587.5,0.038461538461538464
CUST_0228,2022-03-23,2023-09-14,34,39.22,2,0,No,2,1,1333.48,0.05714285714285714
CUST_0229,2020-12-30,2021-11-25,12,76.36,0,0,No,0,0,916.3199999999999,0.0
CUST_0230,2021-08-01,2022-09-25,42,52.84,1,0,No,0,0,2219.28,0.023255813953488372
CUST_0231,2020-09-11,2023-02-28,9,43.83,1,1,No,0,0,394.46999999999997,0.1
CUST_0232,2020-11-09,2024-04-22,15,45.5,3,0,Yes,1,1,682.5,0.1875
CUST_0233,2020-09-04,2023-08-20,40,51.35,0,1,No,0,0,2054.0,0.0
CUST_0234,2020-03-20,2023-03-05,25,80.65,0,1,No,0,0,2016.2500000000002,0.0
CUST_0235,2021-04-12,2022-06-06,5,90.29,1,0,No,2,1,451.45000000000005,0.16666666666666666
CUST_0236,2020-04-30,2022-08-18,11,95.98,2,0,No,0,0,1055.78,0.16666666666666666
CUST_0237,2020-01-09,2024-01-18,59,80.82,1,1,No,0,0,4768.379999999999,0.016666666666666666
CUST_0238,2021-01-13,2024-06-26,34,38.39,4,0,Yes,0,0,1305.26,0.11428571428571428
CUST_0239,2020-03-12,2022-04-01,24,71.93,2,1,No,0,0,1726.3200000000002,0.08
CUST_0240,2022-10-26,2026-05-08,15,49.38,0,0,No,0,0,740.7,0.0
CUST_0241,2023-01-28,2023-02-27,38,32.92,1,0,No,0,0,1250.96,0.02564102564102564
CUST_0242,2022-06-18,2024-01-09,8,85.68,3,0,Yes,0,0,685.44,0.3333333333333333
CUST_0243,2020-06-17,2021-08-11,59,13.46,2,1,No,0,0,794.1400000000001,0.03333333333333333
CUST_0244,2020-01-06,2024-03-15,5,91.16,1,0,No,2,1,455.79999999999995,0.16666666666666666
CUST_0245,2022-08-19,2022-11-17,48,51.53,0,0,No,2,1,2473.44,0.0
CUST_0246,2020-07-23,2022-04-14,26,67.35,0,0,No,1,1,1751.1,0.0
CUST_0247,2023-05-26,2027-06-04,18,69.34,3,0,Yes,2,1,1248.1200000000001,0.15789473684210525
CUST_0248,2023-04-24,2026-05-08,6,90.56,3,0,Yes,0,0,543.36,0.42857142857142855
CUST_0249,2021-11-30,2023-09-21,37,67.3,0,0,No,2,1,2490.1,0.0
CUST_0250,2020-05-07,2025-02-10,48,65.25,2,0,No,0,0,3132.0,0.04081632653061224
CUST_0251,2020-06-26,2022-07-16,13,16.0,0,0,No,2,1,208.0,0.0
CUST_0252,2021-11-26,2026-01-04,28,56.66,4,0,Yes,2,1,1586.48,0.13793103448275862
CUST_0253,2020-05-19,2021-03-15,5,23.52,0,0,No,1,1,117.6,0.0
CUST_0254,2020-03-08,2022-05-27,13,76.37,1,0,No,2,1,992.8100000000001,0.07142857142857142
CUST_0255,2020-10-24,2025-05-01,17,56.1,2,1,No,0,0,953.7,0.1111111111111111
CUST_0256,2022-10-01,2022-10-31,50,71.22,0,0,No,0,0,3561.0,0.0
CUST_0257,2021-03-10,2025-12-14,40,13.75,1,1,No,0,0,550.0,0.024390243902439025
CUST_0258,2020-11-04,2021-06-02,45,17.63,0,0,No,0,0,793.3499999999999,0.0
CUST_0259,2020-02-07,2022-05-27,32,74.47,3,1,Yes,0,0,2383.04,0.09090909090909091
CUST_0260,2020-12-14,2021-10-10,29,16.49,3,0,Yes,1,1,478.21,0.1
CUST_0261,2024-08-09,2027-07-25,51,16.41,1,0,No,2,1,836.91,0.019230769230769232
CUST_0262,2020-02-25,2021-07-19,58,11.09,2,1,No,0,0,643.22,0.03389830508474576
CUST_0263,2020-09-23,2025-03-01,3,96.09,0,0,No,1,1,288.27,0.0
CUST_0264,2022-02-04,2026-02-13,56,76.38,1,1,No,2,1,4277.28,0.017543859649122806
CUST_0265,2021-05-07,2022-06-01,40,41.79,3,1,Yes,2,1,1671.6,0.07317073170731707
CUST_0266,2021-03-11,2025-07-18,34,36.69,3,1,Yes,2,1,1247.46,0.08571428571428572
CUST_0267,2021-03-18,2021-12-13,40,41.47,0,0,No,0,0,1658.8,0.0
CUST_0268,2020-06-11,2023-03-28,27,79.72,0,0,No,2,1,2152.44,0.0
CUST_0269,2020-05-06,2021-01-01,13,69.52,1,0,No,1,1,903.76,0.07142857142857142
CUST_0270,2021-08-27,2024-06-12,45,26.67,2,0,No,0,0,1200.15,0.043478260869565216
CUST_0271,2021-08-29,2022-06-25,33,25.67,0,0,No,0,0,847.11,0.0
CUST_0272,2022-01-06,2025-07-19,6,18.86,1,0,No,1,1,113.16,0.14285714285714285
CUST_0273,2022-06-11,2023-05-07,24,69.43,2,1,No,0,0,1666.3200000000002,0.08
CUST_0274,2020-09-18,2020-11-17,19,78.79,0,0,No,1,1,1497.0100000000002,0.0
CUST_0275,2020-09-11,2024-12-19,16,33.85,0,1,No,1,1,541.6,0.0
